ImageCategory.DuplicateName_CN,图像类别名称已存在,,,,,,,,,
ImageCategory.DuplicateName_EN,Image class name already exists,,,,,,,,,
ImageCategory.DuplicateName_HK,圖像類別名稱已存在,,,,,,,,,
ImageCategory.DuplicateName_JP,画像カテゴリ名がすでに存在します。,,,,,,,,,
ImageCategory.ExportImage_CN,导出图片,,,,,,,,,
ImageCategory.ExportImage_EN,Export Image,,,,,,,,,
ImageCategory.ExportImage_HK,導出圖片,,,,,,,,,
ImageCategory.ExportImage_JP,画像の書き出し,,,,,,,,,
ImageCategory.ImageCategory_CN,图像类别,,,,,,,,,
ImageCategory.ImageCategory_EN,Image Category,,,,,,,,,
ImageCategory.ImageCategory_HK,圖像類別,,,,,,,,,
ImageCategory.ImageCategory_JP,画像カテゴリ,,,,,,,,,
ImageCategory.NotEmpty_CN,图像类别不可为空,,,,,,,,,
ImageCategory.NotEmpty_EN,Image category cannot be empty,,,,,,,,,
ImageCategory.NotEmpty_HK,圖像類別不可為空,,,,,,,,,
ImageCategory.NotEmpty_JP,画像カテゴリは空であってはいけません,,,,,,,,,
ImageCategory.SpecialCharacter_CN,图像类别名称不符合规范,,,,,,,,,
ImageCategory.SpecialCharacter_EN,Image category name does not conform to specification,,,,,,,,,
ImageCategory.SpecialCharacter_HK,圖像類別名稱不符合規範,,,,,,,,,
ImageCategory.SpecialCharacter_JP,画像カテゴリ名が仕様に準拠していません,,,,,,,,,
ImageCategory.Undo_CN,后退,,,,,,,,,
ImageCategory.Undo_EN,Undo,,,,,,,,,
ImageCategory.Undo_HK,後退,,,,,,,,,
ImageCategory.Undo_JP,戻る,,,,,,,,,
Interfering.ApplySuccessful_CN,应用成功,,,,,,,,,
Interfering.ApplySuccessful_EN,Apply successfully,,,,,,,,,
Interfering.ApplySuccessful_HK,應用成功,,,,,,,,,
Interfering.ApplySuccessful_JP,が正常に適用されました。,,,,,,,,,
Interfering.InferenceResultAsLabelAll_CN,推理结果转标注（全部）,,,,,,,,,
Interfering.InferenceResultAsLabelAll_EN,Use the inference result as label (all images),,,,,,,,,
Interfering.InferenceResultAsLabelAll_HK,推理結果轉標註（全部）,,,,,,,,,
Interfering.InferenceResultAsLabelAll_JP,ラベルへの推論結果 (すべて),,,,,,,,,
Interfering.InferenceResultAsLabelSingle_CN,推理结果转标注（单张）,,,,,,,,,
Interfering.InferenceResultAsLabelSingle_EN,Use the inference result as label (single image),,,,,,,,,
Interfering.InferenceResultAsLabelSingle_HK,推理結果轉標註（單張）,,,,,,,,,
Interfering.InferenceResultAsLabelSingle_JP,ラベルへの推論結果（リーフレット）,,,,,,,,,
Interfering.LabelFailed_CN,标记失败,,,,,,,,,
Interfering.LabelFailed_EN,Label failed,,,,,,,,,
Interfering.LabelFailed_HK,標記失敗,,,,,,,,,
Interfering.LabelFailed_JP,ラベル付けに失敗しました。,,,,,,,,,
Interfering.LabelSuccessful_CN,标记成功,,,,,,,,,
Interfering.LabelSuccessful_EN,Label successfully,,,,,,,,,
Interfering.LabelSuccessful_HK,標記成功,,,,,,,,,
Interfering.LabelSuccessful_JP,ラベル付けに成功しました。,,,,,,,,,
Interfering.PreInferenceResult_CN,前置推理结果转化为,,,,,,,,,
Interfering.PreInferenceResult_EN,The pre-inference result is transformed into,,,,,,,,,
Interfering.PreInferenceResult_HK,前置推理結果轉化為,,,,,,,,,
Interfering.PreInferenceResult_JP,事前推論の結果は次のように変換されます,,,,,,,,,
Interfering.RegionPosModel_CN,利用前置模块识别结果自动进行区域定位,,,,,,,,,
Interfering.RegionPosModel_EN,Use the result of previous module to autimatically localize the region,,,,,,,,,
Interfering.RegionPosModel_HK,利用前置模塊識別結果自動進行區域定位,,,,,,,,,
Interfering.RegionPosModel_JP,前モジュールの結果を用いて、自動的に領域をローカライズします。,,,,,,,,,
Interfering.RegionPos_CN,区域定位,,,,,,,,,
Interfering.RegionPos_EN,Regional positioning,,,,,,,,,
Interfering.RegionPos_HK,區域定位,,,,,,,,,
Interfering.RegionPos_JP,地域測位,,,,,,,,,
Interfering.UsedForTest_CN,用于测试,,,,,,,,,
Interfering.UsedForTest_EN,Used for test ,,,,,,,,,
Interfering.UsedForTest_HK,用於測試,,,,,,,,,
Interfering.UsedForTest_JP,テストに使用します。,,,,,,,,,
Interfering.UsedForTraining_CN,用于训练,,,,,,,,,
Interfering.UsedForTraining_EN,Used for training,,,,,,,,,
Interfering.UsedForTraining_HK,用於訓練,,,,,,,,,
Interfering.UsedForTraining_JP,トレーニングに使用します。,,,,,,,,,
Labels.DownloadFailed_CN,下载失败,,,,,,,,,
Labels.DownloadFailed_EN,Download failed,,,,,,,,,
Labels.DownloadFailed_HK,下載失敗,,,,,,,,,
Labels.DownloadFailed_JP,下載レポート作成に失敗しました。トレーニングを再開してください。失敗,,,,,,,,,
Labels.EmptyFiles_CN,请载入标注文件,,,,,,,,,
Labels.EmptyFiles_EN,Please upload label files,,,,,,,,,
Labels.EmptyFiles_HK,請載入標註文件,,,,,,,,,
Labels.EmptyFiles_JP,アノテーションファイルをアップロードしてください。,,,,,,,,,
Labels.EmptyModelExport_CN,当前模块为空，不能下载导出标注,,,,,,,,,
Labels.EmptyModelExport_EN,The current module is empty, the export labels cannot be downloaded,,,,,,,,
Labels.EmptyModelExport_HK,當前模塊為空，不能下載導出標註,,,,,,,,,
Labels.EmptyModelExport_JP,現在のモジュールが空であるため、エクスポートアノテーションをダウンロードすることができません。,,,,,,,,,
Labels.EmptyModelUpload_CN,当前模块为空，不能上传标注,,,,,,,,,
Labels.EmptyModelUpload_EN,The current module is empty，the labels cannot be uploaded,,,,,,,,,
Labels.EmptyModelUpload_HK,當前模塊為空，不能上傳標註,,,,,,,,,
Labels.EmptyModelUpload_JP,現在のモジュールが空であるため、ラベルをアップロードできません,,,,,,,,,
Labels.LabelExport_CN,标注导出,,,,,,,,,
Labels.LabelExport_EN,Label Export,,,,,,,,,
Labels.LabelExport_HK,標註導出,,,,,,,,,
Labels.LabelExport_JP,ラベルの出力,,,,,,,,,
Labels.LabelFormat_CN,标注格式,,,,,,,,,
Labels.LabelFormat_EN,Label Format,,,,,,,,,
Labels.LabelFormat_HK,標註格式,,,,,,,,,
Labels.LabelFormat_JP,ラベルのフォーマット,,,,,,,,,
Labels.LabelUploadPlaceHoler_CN,拖拽标注文件或zip压缩包至此，或点击右上角“+”,,,,,,,,,
Labels.LabelUploadPlaceHoler_EN,Drag and drop the annotation files or zip archive here, or click the "+" in the upper right corner,,,,,,,,
Labels.LabelUploadPlaceHoler_HK,拖拽標註文件或zip壓縮包至此，或點擊右上角“＋”,,,,,,,,,
Labels.LabelUploadPlaceHoler_JP,注釈ファイルまたはzipアーカイブをここにドラッグ＆ドロップするか、右上の "+"をクリックします,,,,,,,,,
Labels.LabelUpload_CN,标注载入,,,,,,,,,
Labels.LabelUpload_EN,Label Upload,,,,,,,,,
Labels.LabelUpload_HK,標註載入,,,,,,,,,
Labels.LabelUpload_JP,ラベルのアップロード,,,,,,,,,
Labels.UploadFormatError_CN,上传格式错误,,,,,,,,,
Labels.UploadFormatError_EN,Incorrect format,,,,,,,,,
Labels.UploadFormatError_HK,上傳格式錯誤,,,,,,,,,
Labels.UploadFormatError_JP,不適切なフォーマット,,,,,,,,,
Labels.UploadSuccess_CN,上传成功,,,,,,,,,
Labels.UploadSuccess_EN,Successfully uploaded,,,,,,,,,
Labels.UploadSuccess_HK,上傳成功,,,,,,,,,
Labels.UploadSuccess_JP,アップロードに成功しました,,,,,,,,,
Login.AccountSettings_CN,账户设置,,,,,,,,,
Login.AccountSettings_EN,Account Settings,,,,,,,,,
Login.AccountSettings_HK,賬戶設置,,,,,,,,,
Login.AccountSettings_JP,アカウント設定,,,,,,,,,
Login.LogOut_CN,退出登录,,,,,,,,,
Login.LogOut_EN,Log Out,,,,,,,,,
Login.LogOut_HK,退出登錄,,,,,,,,,
Login.LogOut_JP,ログアウト,,,,,,,,,
Login.LoginBtn_CN,登录,,,,,,,,,
Login.LoginBtn_EN,Log In,,,,,,,,,
Login.LoginBtn_HK,登錄,,,,,,,,,
Login.LoginBtn_JP,ログイン,,,,,,,,,
Login.LoginErrorMessage_CN,用户名或密码错误,,,,,,,,,
Login.LoginErrorMessage_EN,Incorrent username or password,,,,,,,,,
Login.LoginErrorMessage_HK,用戶名或密碼錯誤,,,,,,,,,
Login.LoginErrorMessage_JP,ユーザー名またはパスワードが正しくありません,,,,,,,,,
Login.NoMoreResources_CN,您所拥有的资源已耗尽，无法进行训练，请清理历史项目，或联系管理员进行扩容！,,,,,,,,,
Login.NoMoreResources_EN,Unable to start training becuase resources are used up. Please remove past projects or contact admin for more resources.,,,,,,,,,
Login.NoMoreResources_HK,您所拥有的资源已耗尽，无法进行训练，请清理历史项目，或联系管理员进行扩容！,,,,,,,,,
Login.NoMoreResources_JP,您所拥有的资源已耗尽，无法进行训练，请清理历史项目，或联系管理员进行扩容！,,,,,,,,,
Login.PasswordEmpty_CN,请输入密码,,,,,,,,,
Login.PasswordEmpty_EN,Please enter password,,,,,,,,,
Login.PasswordEmpty_HK,請輸入密碼,,,,,,,,,
Login.PasswordEmpty_JP,パスワードを入力してください,,,,,,,,,
Login.PasswordPlaceholder_CN,请输入密码,,,,,,,,,
Login.PasswordPlaceholder_EN,Please enter password,,,,,,,,,
Login.PasswordPlaceholder_HK,請輸入密碼,,,,,,,,,
Login.PasswordPlaceholder_JP,パスワードを入力してください,,,,,,,,,
Login.PasswordToast_CN,密码长度需要在5-20个字符,,,,,,,,,
Login.PasswordToast_EN,Password length needs to be between 5-20 characters,,,,,,,,,
Login.PasswordToast_HK,密碼長度需要在5-20個字符,,,,,,,,,
Login.PasswordToast_JP,パスワードの長さは5～20文字の間である必要があります。,,,,,,,,,
Login.Password_CN,密码,,,,,,,,,
Login.Password_EN,Password,,,,,,,,,
Login.Password_HK,密碼,,,,,,,,,
Login.Password_JP,パスワード,,,,,,,,,
Login.UserNameEmpty_CN,请输入用户名,,,,,,,,,
Login.UserNameEmpty_EN,Please enter username,,,,,,,,,
Login.UserNameEmpty_HK,請輸入用戶名,,,,,,,,,
Login.UserNameEmpty_JP,ユーザー名を入力してください,,,,,,,,,
Login.UsernamePlaceholder_CN,请输入用户名,,,,,,,,,
Login.UsernamePlaceholder_EN,Please enter username,,,,,,,,,
Login.UsernamePlaceholder_HK,請輸入用戶名,,,,,,,,,
Login.UsernamePlaceholder_JP,ユーザー名を入力してください,,,,,,,,,
Login.UsernameToast_CN,首尾是字母或者数字，中间可以是字母或数字或减号，长度5-20,,,,,,,,,
Login.UsernameToast_EN,The beginning and end are letters or numbers, and the middle can be letters or numbers or minus signs, length 5-20.,,,,,,,
Login.UsernameToast_HK,首尾是字母或者數字，中間可以是字母或數字或減號，長度5-20,,,,,,,,,
Login.UsernameToast_JP,開始と終了は文字または数字で、中央は文字または数字またはマイナス記号、長さ5?20です。,,,,,,,,,
Login.Username_CN,用户名,,,,,,,,,
Login.Username_EN,Username,,,,,,,,,
Login.Username_HK,用戶名,,,,,,,,,
Login.Username_JP,ユーザーネーム,,,,,,,,,
Login.hint_CN,请先勾选用户协议,,,,,,,,,
Login.hint_EN,Please check the box of user agreement,,,,,,,,,
Login.hint_HK,請先勾選用戶協議,,,,,,,,,
Login.hint_JP,ユーザー契約を確認してください,,,,,,,,,
MarkList.ClearQualified_CN,清空全部合格样本成功,,,,,,,,,
MarkList.ClearQualified_EN,Clear all qualified samples successfully,,,,,,,,,
MarkList.ClearQualified_HK,清空全部合格樣本成功,,,,,,,,,
MarkList.ClearQualified_JP,修飾されたすべてのサンプルを正常にクリアする,,,,,,,,,
MarkList.ColorPicker_CN,颜色选择器,,,,,,,,,
MarkList.ColorPicker_EN,Color Picker,,,,,,,,,
MarkList.ColorPicker_HK,顏色選擇器,,,,,,,,,
MarkList.ColorPicker_JP,カラーピッカー,,,,,,,,,
MarkList.ConfirmDeleteQualified_CN,请确认是否清空当前的合格样本？,,,,,,,,,
MarkList.ConfirmDeleteQualified_EN,Please confirm whether to clear the current qualified samples?,,,,,,,,,
MarkList.ConfirmDeleteQualified_HK,請確認是否清空當前的合格樣本？,,,,,,,,,
MarkList.ConfirmDeleteQualified_JP,現在認定されているサンプルをクリアするかどうかを確認してください。,,,,,,,,,
MarkList.DeleteQualified_CN,合格标签不能进行删除,,,,,,,,,
MarkList.DeleteQualified_EN,Eligible labels cannot be deleted,,,,,,,,,
MarkList.DeleteQualified_HK,合格標籤不能進行刪除,,,,,,,,,
MarkList.DeleteQualified_JP,対象となるタグは削除できません,,,,,,,,,
MarkList.MarkFirst_CN,请先标注特征再训练,,,,,,,,,
MarkList.MarkFirst_EN,Please label the features before training,,,,,,,,,
MarkList.MarkFirst_HK,請先標註特徵再訓練,,,,,,,,,
MarkList.MarkFirst_JP,トレーニングをする前に、特徴をマークしてください。,,,,,,,,,
MarkList.MarkList_CN,特征列表,,,,,,,,,
MarkList.MarkList_EN,Feature List,,,,,,,,,
MarkList.MarkList_HK,特徵列表,,,,,,,,,
MarkList.MarkList_JP,機能一覧,,,,,,,,,
MarkList.MarkName_CN,特征标注,,,,,,,,,
MarkList.MarkName_EN,Feature label,,,,,,,,,
MarkList.MarkName_HK,特徵標註,,,,,,,,,
MarkList.MarkName_JP,マーキング機能,,,,,,,,,
MarkList.SelectFeature_CN,请选择要删除的特征！,,,,,,,,,
MarkList.SelectFeature_EN,Please select a feature to delete!,,,,,,,,,
MarkList.SelectFeature_HK,請選擇要刪除的特徵！,,,,,,,,,
MarkList.SelectFeature_JP,削除する機能を選択してください！,,,,,,,,,
MarkList.deleteFeature_CN,删除特征将不会保留记录，确定删除吗？,,,,,,,,,
MarkList.deleteFeature_EN,Record will not be retained after deleting a feature, are you sure you want to delete?,,,,,,,,
MarkList.deleteFeature_HK,刪除特徵將不會保留記錄，確定刪除嗎？,,,,,,,,,
MarkList.deleteFeature_JP,機能を削除しても記録は残りませんが、削除してもよろしいですか？,,,,,,,,,
ModelTree.ChangeModelView_CN,前置模块识别结果变化，请重新进行推理或重新训练,,,,,,,,,
ModelTree.ChangeModelView_EN,The inference result of the previous module(s) has changed, please re-inference or re-train,,,,,,,,
ModelTree.ChangeModelView_HK,前置模塊識別結果變化，請重新進行推理或重新訓練,,,,,,,,,
ModelTree.ChangeModelView_JP,前のモジュールの推論結果が変わったので、再推論または再トレーニングをしてください。,,,,,,,,,
ModelTree.Classification_CN,分类,,,,,,,,,
ModelTree.Classification_EN,Classification,,,,,,,,,
ModelTree.Classification_HK,分類,,,,,,,,,
ModelTree.Classification_JP,分類,,,,,,,,,
ModelTree.CreateModelSuccess_CN,创建模块成功,,,,,,,,,
ModelTree.CreateModelSuccess_EN,Module created successfully,,,,,,,,,
ModelTree.CreateModelSuccess_HK,創建模塊成功,,,,,,,,,
ModelTree.CreateModelSuccess_JP,モジュールの作成に成功しました。,,,,,,,,,
ModelTree.DeleteError_CN,删除{{name}}将不会保留记录，确定删除吗？,,,,,,,,,
ModelTree.DeleteError_EN,Record will not be retained after deleting {{name}}, are you sure you want to delete it,,,,,,,,
ModelTree.DeleteError_HK,删除{{name}}將不會保留記錄，確定刪除嗎？,,,,,,,,,
ModelTree.DeleteError_JP,{{name}}を削除すると記録は残りませんが、削除してよろしいですか？,,,,,,,,,
ModelTree.DeleteModelError_CN,删除模块失败, 请重试,,,,,,,,
ModelTree.DeleteModelError_EN,Failed to delete module, please try again,,,,,,,,
ModelTree.DeleteModelError_HK,刪除模塊失敗, 請重試,,,,,,,,
ModelTree.DeleteModelError_JP,モジュールの削除に失敗しました、もう一度やり直してください。,,,,,,,,,
ModelTree.DeleteModelSuccess_CN,删除模块成功,,,,,,,,,
ModelTree.DeleteModelSuccess_EN,Module deleted successfully,,,,,,,,,
ModelTree.DeleteModelSuccess_HK,刪除模塊成功,,,,,,,,,
ModelTree.DeleteModelSuccess_JP,モジュールの削除に成功しました。,,,,,,,,,
ModelTree.Delete_CN,删除,,,,,,,,,
ModelTree.Delete_EN,Delete,,,,,,,,,
ModelTree.Delete_HK,删除,,,,,,,,,
ModelTree.Delete_JP,削除,,,,,,,,,
ModelTree.Detection_CN,检测,,,,,,,,,
ModelTree.Detection_EN,Detection,,,,,,,,,
ModelTree.Detection_HK,檢測,,,,,,,,,
ModelTree.Detection_JP,テスト,,,,,,,,,
ModelTree.ExistError_CN,该模块命名已存在,,,,,,,,,
ModelTree.ExistError_EN,The module name already exists,,,,,,,,,
ModelTree.ExistError_HK,該模塊命名已存在,,,,,,,,,
ModelTree.ExistError_JP,モジュール名がすでに存在しています。,,,,,,,,,
ModelTree.FailedModuleList_CN,获取模块列表失败,,,,,,,,,
ModelTree.FailedModuleList_EN,Failed to get module list,,,,,,,,,
ModelTree.FailedModuleList_HK,獲取模塊列表失敗,,,,,,,,,
ModelTree.FailedModuleList_JP,モジュールリストの取得に失敗しました,,,,,,,,,
ModelTree.FormatError_CN,模块命名不符合规范,,,,,,,,,
ModelTree.FormatError_EN,Module name violates the specification,,,,,,,,,
ModelTree.FormatError_HK,模塊命名不符合規範,,,,,,,,,
ModelTree.FormatError_JP,モジュール名が仕様に合っていません。,,,,,,,,,
ModelTree.FourError_CN,当前算法方案模块数量添加已达上限4个，无法添加新模块,,,,,,,,,
ModelTree.FourError_EN,The number of modules in the current algorithm solution has reached the upper limit of 4, new modules cannot be added,,,,,,,,
ModelTree.FourError_HK,當前算法方案模塊數量添加已達上限4個，無法添加新模塊,,,,,,,,,
ModelTree.FourError_JP,現在のアルゴリズム方式のモジュール数が上限の4モジュールに達したため、新規にモジュールを追加することができません。,,,,,,,,,
ModelTree.ImageViewChange_CN,前置模块识别结果变化，请重新进行推理或重新训练,,,,,,,,,
ModelTree.ImageViewChange_EN,The inference result of the previous module(s) has changed, please re-inference or re-train,,,,,,,,
ModelTree.ImageViewChange_HK,前置模塊識別結果變化，請重新進行推理或重新訓練,,,,,,,,,
ModelTree.ImageViewChange_JP,前のモジュールの推論結果が変わったので、再推論または再トレーニングをしてください。,,,,,,,,,
ModelTree.ImageViewUpdate_CN,视图更新中,,,,,,,,,
ModelTree.ImageViewUpdate_EN,View updating,,,,,,,,,
ModelTree.ImageViewUpdate_HK,視圖更新中,,,,,,,,,
ModelTree.ImageViewUpdate_JP,更新情報の表示,,,,,,,,,
ModelTree.LengthError_CN,请输入1-8位长度模块名称,,,,,,,,,
ModelTree.LengthError_EN,Please enter a 1-8 character length module name,,,,,,,,,
ModelTree.LengthError_HK,請輸入1-8位長度模塊名稱,,,,,,,,,
ModelTree.LengthError_JP,1～8桁のモジュール名を入力してください。,,,,,,,,,
ModelTree.NumberError_CN,模块数量添加已达上限16个，无法添加新模块,,,,,,,,,
ModelTree.NumberError_EN,The number of modules added has reached the upper limit of 16, new modules cannot be added,,,,,,,,
ModelTree.NumberError_HK,模塊數量添加已達上限16個，無法添加新模塊,,,,,,,,,
ModelTree.NumberError_JP,追加されたモジュールが上限の16個に達したため、新しいモジュールを追加することができません。,,,,,,,,,
ModelTree.OCR_CN,OCR,,,,,,,,,
ModelTree.OCR_EN,OCR,,,,,,,,,
ModelTree.OCR_HK,OCR,,,,,,,,,
ModelTree.OCR_JP,OCR,,,,,,,,,
ModelTree.PreModule_CN,前置模块无推理结果,,,,,,,,,
ModelTree.PreModule_EN,The pre-module has no inference result,,,,,,,,,
ModelTree.PreModule_HK,前置模塊無推理結果,,,,,,,,,
ModelTree.PreModule_JP,プリモジュールは推論結果を持ちません,,,,,,,,,
ModelTree.ReaNameError_CN,重命名失败,,,,,,,,,
ModelTree.ReaNameError_EN,Rename failed,,,,,,,,,
ModelTree.ReaNameError_HK,重命名失敗,,,,,,,,,
ModelTree.ReaNameError_JP,名前の変更に失敗しました。,,,,,,,,,
ModelTree.ReaNameSuccess_CN,重命名成功,,,,,,,,,
ModelTree.ReaNameSuccess_EN,Successfully renamed,,,,,,,,,
ModelTree.ReaNameSuccess_HK,重命名成功,,,,,,,,,
ModelTree.ReaNameSuccess_JP,名前の変更に成功しました。,,,,,,,,,
ModelTree.Rename_CN,重命名,,,,,,,,,
ModelTree.Rename_EN,Rename,,,,,,,,,
ModelTree.Rename_HK,重命名,,,,,,,,,
ModelTree.Rename_JP,新しい名前をつける,,,,,,,,,
ModelTree.Segmentation_CN,分割,,,,,,,,,
ModelTree.Segmentation_EN,Segmentation,,,,,,,,,
ModelTree.Segmentation_HK,分割,,,,,,,,,
ModelTree.Segmentation_JP,分割,,,,,,,,,
ModelTree.SmartOcr_CN,OCR智能标注中，不能切换到前置模块，请完成智能标注后重试,,,,,,,,,
ModelTree.SmartOcr_EN,During OCR smart labeling, you cannot switch to the front-end module. Please try again after completing the smart labeling.,,,,,,,,
ModelTree.SmartOcr_HK,OCR智能標註中，不能切換到前置模塊，請完成智能標註後重試,,,,,,,,,
ModelTree.SmartOcr_JP,OCRスマートラベリング中は、フロントエンドモジュールに切り替えることはできません。スマートラベリングが完了したら、もう一度やり直してください。,,,,,,,,,
ModelTree.Start_CN,开始,,,,,,,,,
ModelTree.Start_EN,Start,,,,,,,,,
ModelTree.Start_HK,開始,,,,,,,,,
ModelTree.Start_JP,開始,,,,,,,,,
ModelTree.Understand_CN,知道了,,,,,,,,,
ModelTree.Understand_EN,Understand,,,,,,,,,
ModelTree.Understand_HK,知道了,,,,,,,,,
ModelTree.Understand_JP,了解した,,,,,,,,,
NoData.NoData_CN,暂无数据,,,,,,,,,
NoData.NoData_EN,No Data,,,,,,,,,
NoData.NoData_HK,暫無數據,,,,,,,,,
NoData.NoData_JP,データなし,,,,,,,,,
NoData.NoImage_CN,暂无照片,,,,,,,,,
NoData.NoImage_EN,No Image,,,,,,,,,
NoData.NoImage_HK,暫無照片,,,,,,,,,
NoData.NoImage_JP,写真はありません,,,,,,,,,
Project.Create.CancelBtn_CN,取消,,,,,,,,,
Project.Create.CancelBtn_EN,Cancel,,,,,,,,,
Project.Create.CancelBtn_HK,取消,,,,,,,,,
Project.Create.CancelBtn_JP,キャンセル,,,,,,,,,
Project.Create.CreateSuccessText_CN,创建项目成功,,,,,,,,,
Project.Create.CreateSuccessText_EN,Project Created,,,,,,,,,
Project.Create.CreateSuccessText_HK,创建项目成功,,,,,,,,,
Project.Create.CreateSuccessText_JP,创建项目成功,,,,,,,,,
Project.Create.NextBtn_CN,下一步,,,,,,,,,
Project.Create.NextBtn_EN,Next,,,,,,,,,
Project.Create.NextBtn_HK,下一步,,,,,,,,,
Project.Create.NextBtn_JP,次へ,,,,,,,,,
Project.Create.NotSpaceText_CN,请不要输入空格,,,,,,,,,
Project.Create.NotSpaceText_EN,Do not input spaces.,,,,,,,,,
Project.Create.NotSpaceText_HK,請不要輸入空格,,,,,,,,,
Project.Create.NotSpaceText_JP,スペースなしで入力してください,,,,,,,,,
Project.Create.ProjectEdit_CN,编辑项目,,,,,,,,,
Project.Create.ProjectEdit_EN,Edit Project,,,,,,,,,
Project.Create.ProjectEdit_HK,編輯項目,,,,,,,,,
Project.Create.ProjectEdit_JP,アイテムを編集,,,,,,,,,
Project.Create.ProjectNamePlaceholder_CN,请输入5-30长度非空格字符,,,,,,,,,
Project.Create.ProjectNamePlaceholder_EN,Please enter 5-30 non-space characters,,,,,,,,,
Project.Create.ProjectNamePlaceholder_HK,請輸入5-30長度非空格字符,,,,,,,,,
Project.Create.ProjectNamePlaceholder_JP,スペース以外の5?30文字で入力してください。,,,,,,,,,
Project.Create.ProjectName_CN,项目名称,,,,,,,,,
Project.Create.ProjectName_EN,Project Name,,,,,,,,,
Project.Create.ProjectName_HK,項目名稱,,,,,,,,,
Project.Create.ProjectName_JP,プロジェクト名,,,,,,,,,
Project.Create.ProjectNew_CN,新建项目,,,,,,,,,
Project.Create.ProjectNew_EN,New Project,,,,,,,,,
Project.Create.ProjectNew_HK,新建項目,,,,,,,,,
Project.Create.ProjectNew_JP,新規プロジェクト,,,,,,,,,
Project.Create.Remark_CN,备注内容,,,,,,,,,
Project.Create.Remark_EN,Remark,,,,,,,,,
Project.Create.Remark_HK,備註內容,,,,,,,,,
Project.Create.Remark_JP,コメント,,,,,,,,,
Project.Create.SelectTaskType_CN,请选择任务类型!,,,,,,,,,
Project.Create.SelectTaskType_EN,Please Select The Task Type.,,,,,,,,,
Project.Create.SelectTaskType_HK,請選擇任務類型!,,,,,,,,,
Project.Create.SelectTaskType_JP,タスクを選択してください!,,,,,,,,,
Project.ProjectOverview_CN,项目总览,,,,,,,,,
Project.ProjectOverview_EN,Project Overview,,,,,,,,,
Project.ProjectOverview_HK,項目總覽,,,,,,,,,
Project.ProjectOverview_JP,プロジェクト概要,,,,,,,,,
Project.RemarkPlaceholder_CN,请输入备注,,,,,,,,,
Project.RemarkPlaceholder_EN,Please enter a note,,,,,,,,,
Project.RemarkPlaceholder_HK,請輸入備註,,,,,,,,,
Project.RemarkPlaceholder_JP,備考を入力してください,,,,,,,,,
Project.SearchPlaceholder_CN,请输入项目名称,,,,,,,,,
Project.SearchPlaceholder_EN,Please enter project name,,,,,,,,,
Project.SearchPlaceholder_HK,請輸入項目名稱,,,,,,,,,
Project.SearchPlaceholder_JP,プロジェクト名を入力してください,,,,,,,,,
ProjectInfo.ApplyAll_CN,应用全部,,,,,,,,,
ProjectInfo.ApplyAll_EN,Apply all,,,,,,,,,
ProjectInfo.ApplyAll_HK,應用全部,,,,,,,,,
ProjectInfo.ApplyAll_JP,すべて適用,,,,,,,,,
ProjectInfo.ApplyAndExit_CN,应用并退出,,,,,,,,,
ProjectInfo.ApplyAndExit_EN,Apply and exit,,,,,,,,,
ProjectInfo.ApplyAndExit_HK,應用並退出,,,,,,,,,
ProjectInfo.ApplyAndExit_JP,適用して終了,,,,,,,,,
ProjectInfo.ApplySucceed_CN,ROI区域应用成功,,,,,,,,,
ProjectInfo.ApplySucceed_EN,ROI apply successfully,,,,,,,,,
ProjectInfo.ApplySucceed_HK,ROI區域應用成功,,,,,,,,,
ProjectInfo.ApplySucceed_JP,ROI領域が正常に適用されました,,,,,,,,,
ProjectInfo.Apply_CN,应用当前,,,,,,,,,
ProjectInfo.Apply_EN,Apply Current,,,,,,,,,
ProjectInfo.Apply_HK,應用當前,,,,,,,,,
ProjectInfo.Apply_JP,現在を適用,,,,,,,,,
ProjectInfo.AutoLabeling_CN,智能标注,,,,,,,,,
ProjectInfo.AutoLabeling_EN,Smart Label,,,,,,,,,
ProjectInfo.AutoLabeling_HK,智能標註,,,,,,,,,
ProjectInfo.AutoLabeling_JP,スマートコールアウト,,,,,,,,,
ProjectInfo.Backtracking_CN,回溯成功，点击“标签”可将数据切换至标注版本,,,,,,,,,
ProjectInfo.Backtracking_EN,Backtracking successful. Click lable to switch to labelling mode.,,,,,,,,,
ProjectInfo.Backtracking_HK,返回成功，點擊“標簽“可將數據切換至標註版本,,,,,,,,,
ProjectInfo.Backtracking_JP,バックトラックに成功しました。ラベルをクリックしてラベルモードに切り替えます,,,,,,,,,
ProjectInfo.Blank_CN,空白,,,,,,,,,
ProjectInfo.Blank_EN,Blank,,,,,,,,,
ProjectInfo.Blank_HK,空白,,,,,,,,,
ProjectInfo.Blank_JP,空白,,,,,,,,,
ProjectInfo.CannotChangeLabel_CN,训练/测试过程中无法更改标注,,,,,,,,,
ProjectInfo.CannotChangeLabel_EN,Labels cannot be changed during training/testing,,,,,,,,,
ProjectInfo.CannotChangeLabel_HK,訓練/測試過程中無法更改標註,,,,,,,,,
ProjectInfo.CannotChangeLabel_JP,トレーニング/テスト中にラベルを変更することはできません,,,,,,,,,
ProjectInfo.CannotClearLabel_CN,当前不能清除标注,,,,,,,,,
ProjectInfo.CannotClearLabel_EN,Cannot remove label.,,,,,,,,,
ProjectInfo.CannotClearLabel_HK,當前不能清除標註,,,,,,,,,
